Category,lat,lon,Part of month,Observation Date,Treated Area (ha),Country,Location Name,Control
NO LOCUST,3.50549,38.75057,Middle,13-05-2021,,Kenya,MADO ADI AREA,FALSE
NO LOCUST,-0.72394,37.7295,Middle,13-05-2021,,Kenya,IRIAMURAI,FALSE
NO LOCUST,10.70229,48.43063,Middle,13-05-2021,,Somalia,BADHAN,FALSE
BAND,27.396274,48.529779,Middle,13-05-2021,20,Saudi Arabia,,TRUE
NO LOCUST,-0.52462,37.44478,Middle,13-05-2021,,Kenya,EMBU,FALSE
NO LOCUST,0.61394,37.22976,Middle,13-05-2021,,Kenya,LONGOPITO,FALSE
NO LOCUST,-0.53026,37.44638,Middle,13-05-2021,,Kenya,EMBU,FALSE
NO LOCUST,0.92171,37.16617,Middle,13-05-2021,,Kenya,BARSALINGA,FALSE
NO LOCUST,7.61093,40.97879,Middle,13-05-2021,,Ethiopia,ABDULA,FALSE
NO LOCUST,31.84011,59.7535,Middle,13-05-2021,,Iran,BESHAND,FALSE
BAND,27.39627,48.52978,Middle,13-05-2021,20,Saudi Arabia,NAIRYAH SAUDI AR,TRUE
NO LOCUST,2.51994,36.75549,Middle,13-05-2021,,Kenya,N/A,FALSE
NO LOCUST,24.187,72.77533,Middle,13-05-2021,,India,DANTA,FALSE
NO LOCUST,31.61174,59.90293,Middle,13-05-2021,,Iran,?????? ????? ???,FALSE
NO LOCUST,-0.34366,37.62474,Middle,13-05-2021,,Kenya,CHUKA,FALSE
NO LOCUST,18.21675,42.63404,Middle,13-05-2021,,Saudi Arabia,ABHA SAUDI ARABI,FALSE
NO LOCUST,2.51807,36.76508,Middle,13-05-2021,,Kenya,N/A,FALSE
NO LOCUST,0.59418,37.24194,Middle,13-05-2021,,Kenya,N/A,FALSE
NO LOCUST,-0.4028,37.79007,Middle,13-05-2021,,Kenya,ITUGURURU,FALSE
NO LOCUST,3.16334,35.65859,Middle,13-05-2021,,Kenya,LODWAR,FALSE
NO LOCUST,1.75788,37.31866,Middle,13-05-2021,,Kenya,NGURUNIT,FALSE
NO LOCUST,3.24997,36.00575,Middle,13-05-2021,,Kenya,ELIYE SPRINGS,FALSE
NO LOCUST,-1.0225,37.64525,Middle,13-05-2021,,Kenya,KANGONDE,FALSE
NO LOCUST,0.66189,37.18505,Middle,13-05-2021,,Kenya,LONGOPITO,FALSE
NO LOCUST,-0.41635,37.6991,Middle,13-05-2021,,Kenya,ITUGURURU,FALSE
NO LOCUST,10.68076,48.48932,Middle,13-05-2021,,Somalia,BADHAN,FALSE
NO LOCUST,-0.67609,38.39839,Middle,13-05-2021,,Kenya,NGOMENI,FALSE
NO LOCUST,-1.09037,38.39321,Middle,13-05-2021,,Kenya,N/A,FALSE
NO LOCUST,0.53556,38.496,Middle,13-05-2021,,Kenya,GARBA TULA,FALSE
NO LOCUST,-1.44428,38.06338,Middle,13-05-2021,,Kenya,KYULUNI,FALSE
NO LOCUST,2.20935,37.88736,Middle,13-05-2021,,Kenya,PARKISHON,FALSE
NO LOCUST,0.60614,37.24231,Middle,13-05-2021,,Kenya,N/A,FALSE
NO LOCUST,0.60328,37.24562,Middle,13-05-2021,,Kenya,N/A,FALSE
NO LOCUST,30.2767,48.42396,Middle,13-05-2021,,Iran,SEYD AVIYEH,FALSE
NO LOCUST,-0.54798,37.47532,Middle,13-05-2021,,Kenya,EMBU,FALSE
NO LOCUST,30.00433,48.5361,Middle,13-05-2021,,Iran,ALGASBA,FALSE
NO LOCUST,32.35009,48.37242,Middle,13-05-2021,,Iran,DEZFUL,FALSE
NO LOCUST,-0.94953,37.8076,Middle,13-05-2021,,Kenya,KITHYOKO,FALSE
NO LOCUST,-0.80258,37.3715,Middle,13-05-2021,,Kenya,KARABA,FALSE
NO LOCUST,3.15613,35.67579,Middle,13-05-2021,,Kenya,LODWAR,FALSE
NO LOCUST,7.39336,40.96564,Middle,13-05-2021,,Ethiopia,SURAR,FALSE
NO LOCUST,0.67456,37.07739,Middle,13-05-2021,,Kenya,LONGOPITO,FALSE
NO LOCUST,3.14714,37.38685,Middle,13-05-2021,,Kenya,KALACHA,FALSE
ADULT,26.838889,37.683889,Middle,13-05-2021,500,Saudi Arabia,,TRUE
NO LOCUST,10.71709,48.37396,Middle,13-05-2021,,Somalia,BADHAN,FALSE
NO LOCUST,2.1417,35.49329,Middle,13-05-2021,,Kenya,KALEMNGOROK,FALSE
NO LOCUST,3.84577,40.26677,Middle,13-05-2021,,Kenya,BARISSA,FALSE
NO LOCUST,0.60016,37.24007,Middle,13-05-2021,,Kenya,N/A,FALSE
NO LOCUST,3.14867,37.38453,Middle,13-05-2021,,Kenya,KALACHA,FALSE
NO LOCUST,3.05179,36.84426,Middle,13-05-2021,,Kenya,GAS,FALSE
NO LOCUST,17.96626,42.253,Middle,14-05-2021,,Saudi Arabia,'AINAH SAUDI ARA,FALSE
NO LOCUST,5.78147,37.2702,Middle,14-05-2021,,Ethiopia,MEKIYO,FALSE
NO LOCUST,5.22238,36.46364,Middle,14-05-2021,,Ethiopia,N/A,FALSE
NO LOCUST,-1.34308,38.03091,Middle,14-05-2021,,Kenya,KITUI,FALSE
NO LOCUST,23.76015,72.60935,Middle,14-05-2021,,India,MALEKPUR,FALSE
NO LOCUST,-0.46237,37.72164,Middle,14-05-2021,,Kenya,KANYUAMBORA,FALSE
NO LOCUST,30.12094,48.42724,Middle,14-05-2021,,Iran,JAZIREH-YE ABADA,FALSE
NO LOCUST,0.48286,36.40018,Middle,14-05-2021,,Kenya,SIPILI TOWN,FALSE
BAND,27.705854,45.039707,Middle,14-05-2021,5,Saudi Arabia,,TRUE
NO LOCUST,2.19088,36.7586,Middle,14-05-2021,,Kenya,SOUTH HORR,FALSE
NO LOCUST,23.70527,69.81693,Middle,14-05-2021,,India,DADDHAR NANI,FALSE
NO LOCUST,9.59444,41.38179,Middle,14-05-2021,,Ethiopia,ERER,FALSE
NO LOCUST,0.59001,35.82139,Middle,14-05-2021,,Kenya,KIPCHERERE,FALSE
NO LOCUST,3.9973,37.27122,Middle,14-05-2021,,Kenya,N/A,FALSE
NO LOCUST,4.71856,37.38871,Middle,14-05-2021,,Ethiopia,ORBATTE,FALSE
NO LOCUST,0.0627,37.16204,Middle,14-05-2021,,Kenya,MATHAGIRO TOWN,FALSE
NO LOCUST,3.99462,37.27019,Middle,14-05-2021,,Kenya,N/A,FALSE
NO LOCUST,29.70778,39.88636,Middle,14-05-2021,,Saudi Arabia,SAKAKA SAUDI ARA,FALSE
NO LOCUST,5.61125,36.8911,Middle,14-05-2021,,Ethiopia,UARASE,FALSE
NO LOCUST,-0.53531,37.45137,Middle,14-05-2021,,Kenya,EMBU,FALSE
NO LOCUST,-0.68516,37.64415,Middle,14-05-2021,,Kenya,KIRITIRI,FALSE
NO LOCUST,1.87489,37.48548,Middle,14-05-2021,,Kenya,NAMAREI,FALSE
NO LOCUST,0.55979,37.22774,Middle,14-05-2021,,Kenya,N/A,FALSE
NO LOCUST,3.14709,37.45579,Middle,14-05-2021,,Kenya,KALACHA,FALSE
NO LOCUST,2.32672,37.99092,Middle,14-05-2021,,Kenya,MARSABIT,FALSE
NO LOCUST,1.47682,39.27673,Middle,14-05-2021,,Kenya,N/A,FALSE
NO LOCUST,1.08071,40.26402,Middle,14-05-2021,,Kenya,N/A,FALSE
NO LOCUST,-0.55218,37.48095,Middle,14-05-2021,,Kenya,EMBU,FALSE
NO LOCUST,-0.36732,37.82915,Middle,14-05-2021,,Kenya,KAMAENDE,FALSE
NO LOCUST,9.76312,48.24786,Middle,14-05-2021,,Somalia,XIIN GALOOL,FALSE
NO LOCUST,2.25901,36.83144,Middle,14-05-2021,,Kenya,N/A,FALSE
NO LOCUST,5.82345,37.33312,Middle,14-05-2021,,Ethiopia,JUBAYSHO,FALSE
NO LOCUST,-0.79103,37.36158,Middle,14-05-2021,,Kenya,KARABA,FALSE
NO LOCUST,0.64473,37.01432,Middle,14-05-2021,,Kenya,OLDONYIRO,FALSE
NO LOCUST,10.07128,48.52738,Middle,14-05-2021,,Somalia,GORAN,FALSE
NO LOCUST,26.24221,43.52997,Middle,14-05-2021,,Saudi Arabia,AL BUKAYRIYAH SA,FALSE
NO LOCUST,23.67407,69.71201,Middle,14-05-2021,,India,BHIRANDIARA,FALSE
NO LOCUST,10.07868,48.66484,Middle,14-05-2021,,Somalia,GORAN,FALSE
NO LOCUST,0.60507,37.25616,Middle,14-05-2021,,Kenya,N/A,FALSE
NO LOCUST,-1.48026,37.30411,Middle,14-05-2021,,Kenya,NZAIKONI,FALSE
NO LOCUST,9.53796,41.42528,Middle,14-05-2021,,Ethiopia,ERER,FALSE
NO LOCUST,8.89956,42.4095,Middle,14-05-2021,,Ethiopia,DENDEMA,FALSE
NO LOCUST,29.92976,39.86396,Middle,14-05-2021,,Saudi Arabia,DUMAH AL JANDAL,FALSE
NO LOCUST,5.84191,37.4792,Middle,14-05-2021,,Ethiopia,MELE,FALSE
NO LOCUST,10.19214,48.7063,Middle,14-05-2021,,Somalia,BURAAN,FALSE
NO LOCUST,5.98125,37.54791,Middle,14-05-2021,,Ethiopia,ARBA MINCH,FALSE
NO LOCUST,2.03593,36.92322,Middle,14-05-2021,,Kenya,SOUTH HORR,FALSE
NO LOCUST,0.58194,35.81346,Middle,14-05-2021,,Kenya,KIPCHERERE,FALSE
NO LOCUST,5.18295,37.29086,Middle,14-05-2021,,Ethiopia,ROCA,FALSE
NO LOCUST,9.75113,48.20483,Middle,14-05-2021,,Somalia,XIIN GALOOL,FALSE
NO LOCUST,2.87224,36.69382,Middle,14-05-2021,,Kenya,KOMOTE,FALSE
NO LOCUST,31.81322,60.02498,Middle,14-05-2021,,Iran,SHUSF,FALSE
NO LOCUST,10.62184,48.43525,Middle,14-05-2021,,Somalia,BADHAN,FALSE
NO LOCUST,1.87527,37.48527,Middle,14-05-2021,,Kenya,NAMAREI,FALSE
NO LOCUST,1.87522,37.46974,Middle,14-05-2021,,Kenya,NAMAREI,FALSE
NO LOCUST,-0.42807,37.65232,Middle,14-05-2021,,Kenya,KIGUMO,FALSE
NO LOCUST,3.13283,37.42886,Middle,14-05-2021,,Kenya,KALACHA,FALSE
NO LOCUST,5.86144,37.48834,Middle,14-05-2021,,Ethiopia,MELE,FALSE
NO LOCUST,2.03392,36.92381,Middle,14-05-2021,,Kenya,SOUTH HORR,FALSE
NO LOCUST,-0.76955,37.36808,Middle,14-05-2021,,Kenya,KARABA,FALSE
NO LOCUST,27.14043,40.97831,Middle,14-05-2021,,Saudi Arabia,ASH SHUQAYQ SAUD,FALSE
NO LOCUST,6.66502,44.31902,Middle,14-05-2021,,Ethiopia,KEBRI DEHAR,FALSE
NO LOCUST,1.88577,37.4836,Middle,14-05-2021,,Kenya,NAMAREI,FALSE
NO LOCUST,0.15967,36.9382,Middle,14-05-2021,,Kenya,N/A,FALSE
NO LOCUST,4.83402,37.01733,Middle,14-05-2021,,Ethiopia,UANDO,FALSE
NO LOCUST,3.03414,36.81844,Middle,14-05-2021,,Kenya,GAS,FALSE
NO LOCUST,1.32088,39.13274,Middle,14-05-2021,,Kenya,N/A,FALSE
NO LOCUST,2.51689,36.79903,Middle,14-05-2021,,Kenya,N/A,FALSE
NO LOCUST,-1.47807,37.29476,Middle,14-05-2021,,Kenya,MACHAKOS,FALSE
NO LOCUST,27.98756,36.617,Middle,14-05-2021,,Saudi Arabia,N/A,FALSE
NO LOCUST,10.21998,48.77142,Middle,14-05-2021,,Somalia,BURAAN,FALSE
BAND,27.246902,48.599992,Middle,14-05-2021,15,Saudi Arabia,,TRUE
NO LOCUST,10.04176,48.61332,Middle,14-05-2021,,Somalia,GORAN,FALSE
NO LOCUST,0.5998,37.23991,Middle,14-05-2021,,Kenya,N/A,FALSE
NO LOCUST,-0.51759,37.74831,Middle,14-05-2021,,Kenya,KARUARI,FALSE
ADULT,18.32875,37.70645,Middle,14-05-2021,,Sudan,TOKAR,FALSE
NO LOCUST,3.1371,37.42855,Middle,14-05-2021,,Kenya,KALACHA,FALSE
NO LOCUST,0.20052,37.34057,Middle,14-05-2021,,Kenya,N/A,FALSE
BAND,27.70585,45.03971,Middle,14-05-2021,5,Saudi Arabia,?? ??? SAUDI ARA,TRUE
NO LOCUST,8.12575,43.57694,Middle,14-05-2021,,Ethiopia,SANTAILA,FALSE
NO LOCUST,29.65297,39.67868,Middle,14-05-2021,,Saudi Arabia,ASFAN SAUDI ARAB,FALSE
NO LOCUST,9.7649,48.23554,Middle,14-05-2021,,Somalia,XIIN GALOOL,FALSE
NO LOCUST,25.22595,45.04497,Middle,14-05-2021,,Saudi Arabia,N/A,FALSE
NO LOCUST,9.14854,42.37777,Middle,14-05-2021,,Ethiopia,BABILE,FALSE
NO LOCUST,9.75807,48.28884,Middle,14-05-2021,,Somalia,XIIN GALOOL,FALSE
NO LOCUST,3.50439,38.74896,Middle,14-05-2021,,Kenya,MADO ADI AREA,FALSE
NO LOCUST,0.07178,36.35707,Middle,14-05-2021,,Kenya,THOMSONS FALLS,FALSE
NO LOCUST,5.15405,36.51889,Middle,14-05-2021,,Ethiopia,N/A,FALSE
NO LOCUST,9.10678,42.39362,Middle,14-05-2021,,Ethiopia,TULU HARO,FALSE
NO LOCUST,8.22097,43.55777,Middle,14-05-2021,,Ethiopia,DEGEH BUR,FALSE
NO LOCUST,5.66244,37.43854,Middle,14-05-2021,,Ethiopia,GARDULA,FALSE
NO LOCUST,4.9101,37.23778,Middle,14-05-2021,,Ethiopia,ADI,FALSE
NO LOCUST,9.18967,42.36393,Middle,14-05-2021,,Ethiopia,BABILE,FALSE
NO LOCUST,23.84145,69.71874,Middle,14-05-2021,,India,RATADIYA,FALSE
NO LOCUST,9.15716,42.37369,Middle,14-05-2021,,Ethiopia,BABILE,FALSE
NO LOCUST,1.76363,37.34275,Middle,14-05-2021,,Kenya,LEPENDERA,FALSE
NO LOCUST,3.15281,39.2477,Middle,14-05-2021,,Kenya,DABEL,FALSE
NO LOCUST,7.08511,40.74582,Middle,14-05-2021,,Ethiopia,GINIR,FALSE
NO LOCUST,22.66056,4.58028,Middle,14-05-2021,,Algeria,N/A,FALSE
NO LOCUST,9.84334,41.37067,Middle,14-05-2021,,Ethiopia,AYDORA,FALSE
NO LOCUST,3.15165,35.65653,Middle,14-05-2021,,Kenya,LODWAR,FALSE
NO LOCUST,29.92267,39.79567,Middle,14-05-2021,,Saudi Arabia,DUMAH AL JANDAL,FALSE
NO LOCUST,5.56463,36.73755,Middle,14-05-2021,,Ethiopia,KEY AFER,FALSE
NO LOCUST,0.35158,37.5855,Middle,14-05-2021,,Kenya,ISIOLO,FALSE
NO LOCUST,28.24194,36.51751,Middle,14-05-2021,,Saudi Arabia,TABUK SAUDI ARAB,FALSE
NO LOCUST,5.28075,36.53911,Middle,14-05-2021,,Ethiopia,N/A,FALSE
NO LOCUST,0.52592,38.51275,Middle,14-05-2021,,Kenya,GARBA TULA,FALSE
NO LOCUST,10.23858,48.57661,Middle,14-05-2021,,Somalia,HABARSHIRO,FALSE
NO LOCUST,5.30937,37.31619,Middle,14-05-2021,,Ethiopia,FASHA,FALSE
NO LOCUST,2.92033,37.64104,Middle,14-05-2021,,Kenya,MAIKONA,FALSE
NO LOCUST,3.3524,37.05781,Middle,14-05-2021,,Kenya,NORTH HORR,FALSE
NO LOCUST,-0.53247,37.45088,Middle,14-05-2021,,Kenya,EMBU,FALSE
NO LOCUST,5.09314,36.60883,Middle,14-05-2021,,Ethiopia,AMAR COCCHE,FALSE
NO LOCUST,3.6032,37.33866,Middle,14-05-2021,,Kenya,N/A,FALSE
NO LOCUST,34.20392,36.32732,Middle,14-05-2021,,Lebanon,LABOUEH,FALSE
NO LOCUST,9.95867,48.30122,Middle,14-05-2021,,Somalia,N/A,FALSE
NO LOCUST,5.59687,36.65075,Middle,14-05-2021,,Ethiopia,K'AK'O,FALSE
NO LOCUST,6.64015,44.16073,Middle,14-05-2021,,Ethiopia,KEBRI DEHAR,FALSE
NO LOCUST,3.14831,37.45381,Middle,14-05-2021,,Kenya,KALACHA,FALSE
NO LOCUST,5.88285,37.41389,Middle,14-05-2021,,Ethiopia,MELE,FALSE
NO LOCUST,7.11071,40.77674,Middle,14-05-2021,,Ethiopia,GINIR,FALSE
NO LOCUST,0.19442,37.3486,Middle,14-05-2021,,Kenya,N/A,FALSE
NO LOCUST,1.06745,38.66754,Middle,14-05-2021,,Kenya,MERTI,FALSE
NO LOCUST,5.7539,37.15064,Middle,14-05-2021,,Ethiopia,WESHELE,FALSE
NO LOCUST,9.77165,48.19576,Middle,14-05-2021,,Somalia,XIIN GALOOL,FALSE
NO LOCUST,5.01689,35.59297,Middle,14-05-2021,,N/A,LOKOMARINYANG,FALSE
NO LOCUST,5.26882,36.64499,Middle,14-05-2021,,Ethiopia,N/A,FALSE
NO LOCUST,17.83653,42.37879,Middle,14-05-2021,,Saudi Arabia,MARABAH SAUDI AR,FALSE
NO LOCUST,9.75092,48.21816,Middle,14-05-2021,,Somalia,XIIN GALOOL,FALSE
NO LOCUST,10.22014,48.32281,Middle,14-05-2021,,Somalia,CEELBUH,FALSE
NO LOCUST,26.04019,42.64102,Middle,14-05-2021,,Saudi Arabia,AL FAWWARAH SAUD,FALSE
NO LOCUST,5.21351,37.29552,Middle,14-05-2021,,Ethiopia,ABAROBA,FALSE
NO LOCUST,3.05023,36.82083,Middle,14-05-2021,,Kenya,GAS,FALSE
NO LOCUST,23.58723,69.81325,Middle,14-05-2021,,India,BHOJARDO,FALSE
NO LOCUST,9.74945,48.19007,Middle,14-05-2021,,Somalia,XIIN GALOOL,FALSE
NO LOCUST,9.64273,41.38046,Middle,14-05-2021,,Ethiopia,ERER,FALSE
NO LOCUST,18.4093,37.74228,Middle,14-05-2021,,Sudan,TOKAR,FALSE
NO LOCUST,2.0493,36.92152,Middle,14-05-2021,,Kenya,SOUTH HORR,FALSE
NO LOCUST,0.40047,37.44767,Middle,14-05-2021,,Kenya,ISIOLO,FALSE
NO LOCUST,10.02555,48.59335,Middle,14-05-2021,,Somalia,GORAN,FALSE
NO LOCUST,-0.17437,36.00959,Middle,14-05-2021,,Kenya,NAKURU,FALSE
NO LOCUST,1.03164,36.62407,Middle,14-05-2021,,Kenya,MARALAL,FALSE
NO LOCUST,3.04272,36.82251,Middle,14-05-2021,,Kenya,GAS,FALSE
NO LOCUST,1.88329,37.47893,Middle,14-05-2021,,Kenya,NAMAREI,FALSE
NO LOCUST,27.30037,41.36555,Middle,14-05-2021,,Saudi Arabia,AL MU'AYQILAT SA,FALSE
NO LOCUST,23.93668,72.61165,Middle,14-05-2021,,India,SAKRI,FALSE
NO LOCUST,0.41576,37.59923,Middle,14-05-2021,,Kenya,KAMPI-YA-CHUMVI,FALSE
NO LOCUST,2.51372,36.80287,Middle,14-05-2021,,Kenya,N/A,FALSE
NO LOCUST,10.44611,48.43235,Middle,14-05-2021,,Somalia,N/A,FALSE
NO LOCUST,10.1826,48.36491,Middle,14-05-2021,,Somalia,CEELBUH,FALSE
NO LOCUST,3.61051,37.34753,Middle,14-05-2021,,Kenya,N/A,FALSE
NO LOCUST,18.26785,37.66377,Middle,14-05-2021,,Sudan,N/A,FALSE
NO LOCUST,2.86736,36.69623,Middle,14-05-2021,,Kenya,KOMOTE,FALSE
BAND,27.2469,48.59999,Middle,14-05-2021,15,Saudi Arabia,UTAYIQ SAUDI ARA,TRUE
NO LOCUST,10.52059,48.39829,Middle,14-05-2021,,Somalia,N/A,FALSE
NO LOCUST,10.12046,48.67087,Middle,14-05-2021,,Somalia,BURAAN,FALSE
NO LOCUST,1.86755,37.46052,Middle,14-05-2021,,Kenya,NAMAREI,FALSE
NO LOCUST,9.76882,48.21494,Middle,14-05-2021,,Somalia,XIIN GALOOL,FALSE
NO LOCUST,23.78617,69.81592,Middle,14-05-2021,,India,KHARI,FALSE
NO LOCUST,0.06802,36.52334,Middle,14-05-2021,,Kenya,SIRON,FALSE
NO LOCUST,-2.07405,38.32407,Middle,14-05-2021,,Kenya,KANZIKO,FALSE
NO LOCUST,5.63604,36.91242,Middle,14-05-2021,,Ethiopia,UARASE,FALSE
NO LOCUST,24.52048,56.46566,Middle,14-05-2021,,Oman,AL FULAYJ,FALSE
NO LOCUST,3.50692,38.74946,Middle,14-05-2021,,Kenya,MADO ADI AREA,FALSE
NO LOCUST,10.12528,48.41937,Middle,14-05-2021,,Somalia,GORAN,FALSE
NO LOCUST,3.14256,37.4476,Middle,14-05-2021,,Kenya,KALACHA,FALSE
NO LOCUST,1.87226,37.46519,Middle,14-05-2021,,Kenya,NAMAREI,FALSE
NO LOCUST,4.80047,37.30119,Middle,14-05-2021,,Ethiopia,LENIA,FALSE
NO LOCUST,-1.56452,38.36018,Middle,14-05-2021,,Kenya,KYAMATU,FALSE
NO LOCUST,-0.51865,37.48247,Middle,14-05-2021,,Kenya,EMBU,FALSE
NO LOCUST,6.91945,40.86455,Middle,14-05-2021,,Ethiopia,ARABATTI,FALSE
NO LOCUST,2.85685,36.69955,Middle,14-05-2021,,Kenya,KOMOTE,FALSE
NO LOCUST,9.07606,42.39418,Middle,14-05-2021,,Ethiopia,TULU HARO,FALSE
NO LOCUST,26.90491,44.2108,Middle,14-05-2021,,Saudi Arabia,AL KHASIYBAH SAU,FALSE
NO LOCUST,2.51184,36.80784,Middle,14-05-2021,,Kenya,N/A,FALSE
NO LOCUST,19.97616,41.5292,Middle,14-05-2021,,Saudi Arabia,ALRABWAH SAUDI A,FALSE
NO LOCUST,0.70908,37.08589,Middle,14-05-2021,,Kenya,LONGOPITO,FALSE
NO LOCUST,-0.26143,37.68345,Middle,14-05-2021,,Kenya,MARIMA,FALSE
NO LOCUST,3.18447,36.93212,Middle,14-05-2021,,Kenya,N/A,FALSE
NO LOCUST,29.92728,39.78119,Middle,14-05-2021,,Saudi Arabia,DUMAH AL JANDAL,FALSE
NO LOCUST,3.59184,37.32444,Middle,14-05-2021,,Kenya,N/A,FALSE
NO LOCUST,-0.18312,36.00708,Middle,14-05-2021,,Kenya,NAKURU,FALSE
NO LOCUST,-0.4183,37.63867,Middle,14-05-2021,,Kenya,KIGUMO,FALSE
NO LOCUST,30.11011,48.43447,Middle,14-05-2021,,Iran,JAZIREH-YE ABADA,FALSE
NO LOCUST,26.07394,60.838,Middle,14-05-2021,,Iran,GURKUF,FALSE
NO LOCUST,30.10785,48.43593,Middle,14-05-2021,,Iran,JAZIREH-YE ABADA,FALSE
NO LOCUST,9.58715,41.56138,Middle,14-05-2021,,Ethiopia,HURSO,FALSE
NO LOCUST,3.65125,37.25244,Middle,14-05-2021,,Kenya,N/A,FALSE
NO LOCUST,18.27862,37.71639,Middle,14-05-2021,,Sudan,N/A,FALSE
NO LOCUST,1.88725,37.49035,Middle,14-05-2021,,Kenya,NAMAREI,FALSE
NO LOCUST,9.20876,42.35627,Middle,14-05-2021,,Ethiopia,BABILE,FALSE
NO LOCUST,0.60311,37.24624,Middle,14-05-2021,,Kenya,N/A,FALSE
NO LOCUST,10.5519,48.38928,Middle,14-05-2021,,Somalia,N/A,FALSE
NO LOCUST,9.77489,48.18968,Middle,14-05-2021,,Somalia,XIIN GALOOL,FALSE
NO LOCUST,10.16017,48.6724,Middle,14-05-2021,,Somalia,BURAAN,FALSE
NO LOCUST,33.88649,59.89541,Middle,14-05-2021,,Iran,?????? ????? ???,FALSE
NO LOCUST,9.75006,48.24901,Middle,14-05-2021,,Somalia,XIIN GALOOL,FALSE
NO LOCUST,6.89163,41.09981,Middle,14-05-2021,,Ethiopia,ALDIE,FALSE
NO LOCUST,9.77938,48.17432,Middle,14-05-2021,,Somalia,XIIN GALOOL,FALSE
NO LOCUST,-0.5341,37.47859,Middle,14-05-2021,,Kenya,EMBU,FALSE
NO LOCUST,-0.42543,37.6414,Middle,14-05-2021,,Kenya,KIGUMO,FALSE
NO LOCUST,10.39711,48.46428,Middle,14-05-2021,,Somalia,N/A,FALSE
NO LOCUST,3.18708,36.93072,Middle,14-05-2021,,Kenya,N/A,FALSE
NO LOCUST,5.72515,37.01912,Middle,14-05-2021,,Ethiopia,UARASE,FALSE
NO LOCUST,4.6825,37.20793,Middle,14-05-2021,,Ethiopia,N/A,FALSE
NO LOCUST,6.64498,44.17052,Middle,14-05-2021,,Ethiopia,KEBRI DEHAR,FALSE
NO LOCUST,9.77526,48.17754,Middle,14-05-2021,,Somalia,XIIN GALOOL,FALSE
NO LOCUST,3.19029,39.23979,Middle,14-05-2021,,Kenya,DABEL,FALSE
NO LOCUST,2.14188,35.49327,Middle,14-05-2021,,Kenya,KALEMNGOROK,FALSE
NO LOCUST,23.81918,72.37602,Middle,14-05-2021,,India,UNJHA,FALSE
NO LOCUST,1.58735,37.79604,Middle,14-05-2021,,Kenya,LAISAMIS,FALSE
NO LOCUST,-1.5286,38.35552,Middle,14-05-2021,,Kenya,KYAMATU,FALSE
NO LOCUST,10.24061,48.49979,Middle,14-05-2021,,Somalia,HABARSHIRO,FALSE
NO LOCUST,9.76193,48.25513,Middle,14-05-2021,,Somalia,XIIN GALOOL,FALSE
NO LOCUST,9.75641,48.1864,Middle,14-05-2021,,Somalia,XIIN GALOOL,FALSE
NO LOCUST,9.76487,48.18387,Middle,14-05-2021,,Somalia,XIIN GALOOL,FALSE
NO LOCUST,23.63472,72.37962,Middle,14-05-2021,,India,FATEPURA,FALSE
NO LOCUST,29.89781,39.77379,Middle,14-05-2021,,Saudi Arabia,DUMAH AL JANDAL,FALSE
NO LOCUST,9.54837,41.48165,Middle,14-05-2021,,Ethiopia,SURE,FALSE
NO LOCUST,27.33794,41.09259,Middle,14-05-2021,,Saudi Arabia,AS SUNAYNA SAUDI,FALSE
NO LOCUST,3.03654,36.81418,Middle,14-05-2021,,Kenya,GAS,FALSE
NO LOCUST,28.16221,36.54809,Middle,14-05-2021,,Saudi Arabia,MILITARY AREA,FALSE
NO LOCUST,1.24733,34.73512,Middle,14-05-2021,,Uganda,SUAM,FALSE
NO LOCUST,-1.44314,38.0632,Middle,14-05-2021,,Kenya,KYULUNI,FALSE
ADULT,18.35503,37.7476,Middle,14-05-2021,,Sudan,TOKAR,FALSE
NO LOCUST,0.20542,37.34528,Middle,14-05-2021,,Kenya,N/A,FALSE
NO LOCUST,30.08604,48.44884,Middle,14-05-2021,,Iran,JAZIREH-YE ABADA,FALSE
NO LOCUST,1.86796,37.47671,Middle,14-05-2021,,Kenya,NAMAREI,FALSE
NO LOCUST,9.7443,48.27614,Middle,14-05-2021,,Somalia,XIIN GALOOL,FALSE
NO LOCUST,9.2523,42.61753,Middle,14-05-2021,,Ethiopia,SHEBELE,FALSE
NO LOCUST,0.55521,37.23544,Middle,14-05-2021,,Kenya,N/A,FALSE
NO LOCUST,9.75052,48.23067,Middle,14-05-2021,,Somalia,XIIN GALOOL,FALSE
NO LOCUST,0.58247,35.81825,Middle,14-05-2021,,Kenya,KIPCHERERE,FALSE
NO LOCUST,7.09611,40.80269,Middle,14-05-2021,,Ethiopia,BERBERE,FALSE
NO LOCUST,-0.54059,37.45534,Middle,14-05-2021,,Kenya,EMBU,FALSE
NO LOCUST,2.85488,36.69287,Middle,14-05-2021,,Kenya,KOMOTE,FALSE
ADULT,18.38367,37.71412,Middle,14-05-2021,,Sudan,TOKAR,FALSE
NO LOCUST,2.18139,36.7698,Middle,14-05-2021,,Kenya,SOUTH HORR,FALSE
NO LOCUST,24.01978,72.37883,Middle,14-05-2021,,India,RAJOSANA,FALSE
NO LOCUST,5.28985,36.72357,Middle,14-05-2021,,Ethiopia,AMAR COCCHE,FALSE
NO LOCUST,-0.62522,37.67341,Middle,14-05-2021,,Kenya,SIAKAGO,FALSE
NO LOCUST,26.83482,44.17317,Middle,14-05-2021,,Saudi Arabia,???? ??????? SAU,FALSE
