row_id,Moisture_T30,Moisture_T15
384,-7.753762418742056,-6.315961071059839
385,-7.592220032221874,-7.406810251669116
386,-6.48857765873384,-5.882816348720576
387,-6.9183151364410715,-7.259803964899986
388,-5.3701457382446875,-5.616008608360479
389,-5.444407205643082,-5.5601393753378066
390,-7.092763697994962,-6.697956018245432
391,-7.819127171643155,-7.272329603664861
392,-5.480702303342904,-5.532516821982208
393,-9.484240214087599,-9.403871137919289
394,-5.581321969375516,-4.794566968763288
395,-5.792112119951704,-7.213822528134486
396,-4.888753987747581,-5.292738538808164
397,-6.624015975092265,-5.509472874034097
398,-5.63434420882856,-5.625149279160059
399,-8.18660623689113,-7.89232882285178
400,-5.889551133675305,-6.120924620907037
401,-7.6722618638222375,
402,-9.109389325770543,-8.87785870382893
403,-6.743503283797688,-4.285246243030183
404,-6.380442710740592,-7.276205356478438
405,-8.430209976067694,-9.145524035310116
406,-5.160573624891419,-4.004109369651115
407,-7.877403917789364,-8.907684459921928
408,-7.538227725780705,-7.032791374135979
409,-5.773082434412938,-5.610545551474996
410,-7.647355393021861,-7.607784219841276
411,-7.079113238594251,-6.5720744635214885
412,-7.046287472997429,-7.411445735719662
413,-7.77515994493624,-8.095438864245017
414,-7.472707437311488,-9.559646334091937
415,-6.519430500102118,-6.246182727226451
416,-6.3302745844370785,-6.60114626591322
417,-4.8908156393895235,-5.849182127631048
418,-9.835423505524565,-10.15278227224047
419,-8.75717121653039,-9.440747473419936
420,-5.09945100946223,-4.782787200680059
421,-7.518576649339687,-5.947850423129118
422,-4.5320075937209765,-5.40170358385296
423,-4.623118255161939,-4.2511962516616215
424,-5.749736964461785,-6.074405689940736
425,-4.654462448708568,-5.4525631921129865
426,-6.118303050145359,-6.282902913778614
427,-8.466046443482846,-8.078145151624703
428,-5.457683181132718,-6.38962337351658
429,-5.798671378726009,-5.200919028066904
430,-9.980979465847737,-9.639679334180766
431,-5.132191692622117,-6.066188353535599
432,-6.05878931501946,-4.477375457104683
433,-5.721661292697398,-7.038874384939845
434,-5.55456583322815,-5.310076809658746
435,-5.989244380845246,-6.097641910446631
436,-7.600974009174963,-7.4006209804623335
437,-6.426521862367135,-7.27292054053515
438,-9.797562876872751,-9.498849448438737
439,-5.497255015978119,-4.230393679604131
440,-6.642235905259858,-7.0127939270539645
441,-8.45187630407043,-9.680124508746044
442,-7.118937310971338,-6.076888756849175
443,-5.732332965870465,-5.717275759768908
444,-5.865365207510132,-6.131886113279505
445,-6.960019137158877,-7.382652198407256
446,-6.375971195790942,-6.832783834037202
447,-5.447325892232794,-6.083392395153833
448,-5.872907376565539,-5.66863428304142
449,-5.4422896334208115,-6.457219681420831
450,-8.861654746403502,-8.221754202196442
451,-7.7577288166897,-8.238041681719295
452,-6.694963674318156,-5.9662384916286975
453,-6.1300637914883005,-7.1751348926786145
454,-5.177981001592526,-5.487315472323965
455,-5.2026427431356925,-4.500722942213926
456,-6.842036294871129,-7.217584311368878
457,-6.645591555072622,-6.299227138845657
458,-9.474366447451535,-10.035675784228008
459,-5.665352926789271,-5.692645838547612
460,-6.438183301672466,-5.714180070720412
461,-5.807560193932897,-5.955665900139309
462,-4.828879283428975,-5.400132438521908
463,-6.93260402375217,-6.533360410542266
464,-10.464079499907372,-9.42465943578712
465,-7.919515245547204,-5.928216950918111
466,-9.971256276617503,-9.407900429383405
467,-4.81108593733984,-5.242831813711685
468,-3.683248491889257,-5.027280688424476
469,-6.371571790741597,-5.219201864766971
470,-4.165409604149373,-4.941180657316501
471,-5.075971629219515,-2.181761771097616
472,-5.595739621333063,-8.12302998542635
473,-5.896481329811119,-5.872577031765977
474,-8.665382962726426,-9.065097697258258
475,-6.766852775351504,-5.46119630040743
476,-6.047990799790834,-5.868440283650225
477,-4.769714083394691,-5.036519216225798
478,-6.182941211262422,-6.106121961074368
479,-5.7480979308335876,-6.263108846999732
