row_id,X,Y,ObsDate,Week,Presence,Source
384,38.281666667,4.22944444400002,2020-01-20,10,0,tgb_swarm
385,38.4741666670001,5.13861111100005,2020-03-10,10,0,tgb_swarm
386,36.1013888890001,1.98222222200008,2020-05-05,10,0,tgb_adult
387,37.55,0.4,2020-02-21,10,0,tgb_band
388,36.50638,4.99903,2021-11-29,10,0,tgb_no_locust
389,37.5552777780001,0.774166667000031,2020-04-14,10,0,tgb_swarm
390,36.84892,1.77765,2021-08-06,10,0,tgb_no_locust
391,37.4166666670001,5.83333333300004,2020-04-17,10,0,tgb_swarm
392,36.5558,2.89723,2021-05-13,10,0,tgb_no_locust
393,36.38338,0.77273,2021-02-21,10,0,tgb_no_locust
394,36.4053,0.45866,2021-02-23,10,0,tgb_no_locust
395,37.216666667,5.31138888900006,2020-02-16,10,0,tgb_swarm
396,38.4202777780001,5.0675,2020-03-12,10,0,tgb_adult
397,38.2983333330001,3.97888888900007,2020-01-19,10,0,tgb_swarm
398,37.316666667,0.866666667000061,2020-02-18,10,0,tgb_band
399,37.35,1.03333333300003,2020-01-27,10,0,tgb_swarm
400,38.97577,1.30657,2021-02-27,10,0,tgb_no_locust
401,37.69419,5.72776,2021-11-26,10,0,tgb_no_locust
402,37.199722222,5.5425,2020-02-22,10,0,tgb_swarm
403,38.273888889,4.48361111100007,2020-03-17,10,0,tgb_adult
404,38.49534,0.53417,2021-05-11,10,0,tgb_no_locust
405,36.966666667,5.91666666700007,2020-03-27,10,0,tgb_band
406,36.76426,2.09456,2021-05-05,10,0,tgb_no_locust
407,37.6833333330001,0.083333333000041,2020-02-13,10,0,tgb_swarm
408,37.45,1.06666666700005,2020-01-24,10,0,tgb_swarm
409,36.05447,0.3551,2021-02-23,10,0,tgb_no_locust
410,37.816666667,0.56666666700005,2020-01-30,10,0,tgb_swarm
411,36.766666667,1.11666666700006,2020-02-20,10,0,tgb_swarm
412,38.63765,3.49976,2020-06-03,10,0,tgb_no_locust
413,37.31619,5.30937,2021-05-14,10,0,tgb_no_locust
414,37.085277778,1.4925,2020-04-27,10,0,tgb_adult
415,36.886666667,2.26861111100004,2020-03-27,10,0,tgb_band
416,36.78409,3.07862,2021-02-23,10,0,tgb_no_locust
