row_id,Moisture_T30,Moisture_T15
582,-4.872872918,-5.419311561
583,-12.40017993,-10.34541041
584,-4.616306435,-6.151142964
585,-6.079950458,-5.748240811
586,-6.160690219,-6.642779398
587,-5.475966084,-5.052194673
588,-6.092681747,-5.144778693
589,-5.373570986,-5.839126319
590,-5.205573739,-4.502851978
591,-6.725253813,-5.552291871
592,-8.292959066,-5.805858973
593,-4.728131022,-5.783876418
594,-5.634154153,-5.247338072
595,-6.371608836,-5.048663649
596,-5.431658212,-4.794466547
597,-4.475689175,-4.764804455
598,-6.184805832,-5.539680781
599,-4.86735895,-5.268366242
600,-6.607601814,-5.717045663
601,-10.38118528,-9.050358104
602,-5.808031745,-5.223691606
603,-5.962409435,-5.128734794
604,-4.935894354,-5.805025793
605,-5.648370781,-7.712863617
606,-6.260802892,-5.378097591
607,-7.389334456,-7.152951744
608,-7.890518502,-7.457505815
609,-6.030086529,-5.540178212
610,-9.971256277,-9.407900429
611,-5.479630345,-5.637590184
612,-6.170313728,-6.639357417
613,-6.824942157,-5.493821481
614,-5.138263707,-5.429091531
615,-8.660051455,-8.768165662
616,-9.971256277,-9.407900429
617,-9.084429997,-8.082230384
618,-4.533515803,-4.255330061
619,-7.616024184,-7.822196605
620,-5.575448249,-8.485353771
621,-4.633599762,-5.612012498
622,-4.900125736,-5.628259833
623,-5.088542448,-5.740158999
624,-5.153250483,-5.957186183
625,-6.162053467,-3.831412067
626,-5.479630345,-5.637590184
627,-3.456109908,-3.705699571
628,-9.971256277,-9.407900429
629,-4.882715662,-5.705680501
630,-6.85895166,-6.411331003
631,-4.015873451,-6.743825341
632,-6.581177755,-5.787951581
633,-6.35496397,-5.218359718
634,-8.774646732,-8.291775879
635,-7.40262319,-7.541667446
636,-5.063567512,-5.089565102
637,-7.890518502,-7.457505815
638,-5.798794593,-5.071213099
639,-6.239113942,-5.256071127
640,-7.083468782,-7.062793569
641,-5.739510951,-5.918129574
642,-4.765272065,-4.998125363
643,-5.442398699,-5.219304738
644,-6.409468916,-6.044614932
645,-5.786956795,-5.534158009
646,-5.298256762,-5.551217197
647,-6.267986592,-6.104818902
648,-6.238139957,-3.999957041
649,-4.812148165,-6.719964644
650,-4.045035048,-3.263588125
651,-5.013173019,
652,-5.502925438,-6.377558246
653,-5.365600039,-5.35909691
654,-3.877402362,-3.979788134
655,-5.922399911,-6.080182211
656,-6.238139957,-3.999957041
657,-5.871440808,-6.336208635
658,-5.322191999,-3.658178394
659,-4.658039786,-4.82998841
660,-5.979445602,-5.246417573
661,-6.115602464,-7.13270858
662,-6.838442426,
663,-7.730150721,
664,-5.770782366,-6.481734042
665,-5.770782366,-6.481734042
666,-5.747606226,-5.572182964
667,-6.187674754,-6.740183834
668,-4.533515803,-4.255330061
669,-4.015873451,-6.743825341
670,-5.55323362,-5.168375382
671,-4.161705387,-6.177251526
672,-5.297809962,
673,-5.683486393,-5.545754856
674,-9.364352277,-8.278905553
675,-7.526105929,-8.696656188
676,-6.42456269,-4.967868945
677,-9.441599577,-9.40906807
678,-5.144318311,-4.437370886
679,-6.087401589,-5.846762268
680,-6.827310897,-8.119959583
681,-9.415856269,-9.586178269
682,-5.893213606,-4.742644585
683,-5.783708825,-6.411946648
684,-6.611091786,-5.999018836
685,-6.853834007,-7.41414241
686,-6.042785829,-5.514147319
687,-4.415002592,-5.598684289
688,-8.746693004,-6.992425152
689,-5.325888208,-6.731021062
690,-5.381837893,-5.582746843
691,-10.59277432,-10.85882121
692,-4.777861115,-4.750257137
693,-5.004977734,-5.821892502
694,-8.402070563,-7.344912
695,-6.062122243,-6.269692563
696,-4.99303594,-5.202077376
697,-5.771538213,-5.825008041
698,-6.126379557,-6.377929498
699,-6.632312108,-5.867009771
700,-5.546547158,-4.162973254
701,-6.254992165,-5.57652909
702,-5.173081189,-6.281952151
703,-5.56674943,-6.123669481
