row_id,X,Y,Presence,Week,WeekStart,ObsDate,Source,Precip_T45,Precip,Temp,SoilTemp_T30,SoilTemp_T15,Moisture_T30,Moisture_T15,RVI_T45,RVI_T30,RVI_T0,RVI_Phenology_Delta
13,37.341944444,4.99194444400007,1,1,2020-02-18,2020-02-19,fao_swarm,0.006387249,0.03138788,296.7773493,298.0413364,298.8544258,-6.672840311,-6.336373327,0.8870663752869717,0.7085159587352177,0.8702646396212682,-0.17855041655175408
14,37.896666667,4.46472222200003,1,1,2020-02-18,2020-02-20,fao_swarm,0.001167014,0.03146927,296.8559951,299.7385206,300.3552775,-6.819010991,-6.012871056,0.949782309041733,0.6887884148085274,1.090206548539882,-0.2609938942332056
15,37.4261111110001,5.03083333300003,1,1,2020-02-18,2020-02-21,fao_swarm,0.001261562,0.007847979,296.3487794,299.4124138,299.7406996,-5.861446834,-5.691360872,0.7732959828074928,0.8394614007909926,0.9946006201991832,0.06616541798349984
16,36.9955555560001,5.36194444400007,1,1,2020-02-18,2020-02-21,fao_swarm,0.002336592,0.017505377,300.52232,299.2614752,299.9451539,-5.737079898,-7.249255597,0.8345688716858137,0.844463408798402,0.8103987223771343,0.009894537112588253
17,37.333333333,0.866666667000061,1,1,2020-02-18,2020-02-19,fao_swarm,0.018586606,0.037368505,295.1171714,297.2591586,297.3651137,-5.775173995,-5.946393606,0.7947664365013277,0.8371830461770655,0.7605637068559271,0.04241660967573779
18,36.8666666670001,0.483333333000076,1,1,2020-02-18,2020-02-19,fao_swarm,0.017831937,0.019559561,292.8456219,294.0917053,294.1929132,-5.354534204,-5.920859414,0.8148437962993015,0.9026781270579056,0.912035581815018,0.08783433075860414
19,36.766666667,1.11666666700006,1,1,2020-02-18,2020-02-20,fao_swarm,0.011484608,0.014692261,292.5022842,293.3535054,293.2498251,-6.717140388,-6.203313213,0.5428102983649854,0.7035657342311274,0.5844096515138122,0.16075543586614205
20,36.8666666670001,2.25,1,1,2020-02-18,2020-02-20,fao_swarm,0.003292203,0.060948997,295.9967612,299.9850104,299.4386814,-7.074785037,-5.648781758,0.77524798315463,0.6561105455504918,0.8230805203479203,-0.1191374376041382
21,37.8666666670001,0.233333333000076,1,1,2020-02-18,2020-02-20,fao_swarm,0.041123286,0.063522189,292.4138619,293.4890252,293.2293878,-7.049353453,-6.874900511,0.6327818724289686,0.6598691272602557,0.7839325357148155,0.027087254831287155
22,36.6333333330001,0.183333333000064,1,1,2020-02-18,2020-02-20,fao_swarm,0.034546599,0.014371424,290.5053061,291.7524149,291.9614733,-5.50529927,-6.198100033,0.7195669097025457,0.8798506269089676,0.7169406986430328,0.16028371720642198
23,37.75,0.25,1,1,2020-02-18,2020-02-20,fao_swarm,0.030227721,0.0427116,292.8670032,294.3233568,294.0959351,-5.837399062,-5.566907304,0.6242694705697965,0.8279436073747866,0.7533961740557147,0.20367413680499002
24,36.6833333330001,2.68333333300006,1,1,2020-02-18,2020-02-24,fao_swarm,0.001075521,0.027364983,303.1172744,303.8705736,304.3568346,-9.336068217,-8.741500965,0.167035143226726,0.8273282929891107,0.2612444675060092,0.6602931497623847
